"divipola.Código.Centro.Poblado","divipola.Nombre.Centro.Poblado","hdx_pcode"
"70678034","RANCHO LA TÍA","COL-"
"70702000","BETULIA","COL-"
"70702001","ALBANIA","COL-"
"70702002","HATO VIEJO","COL-"
"70702004","SABANETA","COL-"
"70702005","VILLA LÓPEZ","COL-"
"70702006","LAS CRUCES","COL-"
"70702007","LOMA ALTA","COL-"
"70702008","SANTO TOMÁS","COL-"
"70702009","EL SOCORRO","COL-"
"70708000","SAN MARCOS","COL-"
"70708001","BELÉN","COL-"
"70708002","BUENAVISTA","COL-"
"70708003","CANDELARIA","COL-"
"70708004","CAÑO PRIETO","COL-"
"70708005","CUENCA","COL-"
"70708006","EL LIMÓN","COL-"
"70708007","EL TABLÓN","COL-"
"70708008","EL TORNO","COL-"
"70708009","LAS FLORES","COL-"
"70708010","MONTEGRANDE","COL-"
"70708011","PALO ALTO","COL-"
"70708012","EL PITAL","COL-"
"70708013","SANTA INÉS","COL-"
"70708014","LA QUEBRADA","COL-"
"70708015","EL LLANO","COL-"
"70708017","NEIVA","COL-"
"70708021","CAYO DE LA CRUZ","COL-"
"70708024","EL OASIS","COL-"
"70708028","SAN FELIPE","COL-"
"70708029","SEHEBE","COL-"
"70713000","SAN ONOFRE","COL-"
"70713001","AGUACATE","COL-"
"70713002","BERLÍN","COL-"
"70713003","BERRUGAS","COL-"
"70713004","BUENOS AIRES","COL-"
"70713005","LABARCÉS","COL-"
"70713006","LIBERTAD","COL-"
"70713007","PAJONAL","COL-"
"70713008","PALO ALTO","COL-"
"70713009","PLANPAREJO","COL-"
"70713010","RINCÓN DEL MAR","COL-"
"70713011","SABANAS DE MUCACAL","COL-"
"70713012","SAN ANTONIO","COL-"
"70713014","HIGUERÓN","COL-"
"70713015","EL CHICHO","COL-"
"70713016","BARRANCAS","COL-"
"70713017","CERRO DE LAS CASAS","COL-"
"70713018","PAJONALITO","COL-"
"70713019","EL PUEBLITO","COL-"
"70713020","AGUAS NEGRAS","COL-"
"70713021","PALACIOS","COL-"
"70713022","BOCA CERRADA","COL-"
"70713023","PALMIRA","COL-"
"70713024","ALTOS DE JULIO","COL-"
"70713025","ARROYO SECO","COL-"
"70713026","LAS BRISAS","COL-"
"70713027","PISISI","COL-"
"70713028","SABANAS DE RINCÓN","COL-"
"70713029","SABANETICA","COL-"
"70717000","SAN PEDRO","COL-"
"70717001","SAN MATEO","COL-"
"70717002","ROVIRA","COL-"
"70717003","NUMANCIA","COL-"
"70717004","EL BAJO DE LA ALEGRÍA","COL-"
"70717005","PERENDENGUE","COL-"
"70742000","SINCÉ","COL-"
"70742002","BAZÁN","COL-"
"70742004","COCOROTE","COL-"
"70742005","GRANADA","COL-"
"70742008","LOS LIMONES","COL-"
"70742010","VALENCIA","COL-"
"70742011","VÉLEZ","COL-"
"70742013","LA VIVIENDA","COL-"
"70742014","PERENDENGUE","COL-"
"70742015","GALAPAGO","COL-"
"70742016","MORALITO","COL-"
"70771000","SUCRE","COL-"
"70771001","ARBOLEDA","COL-"
"70771003","CALZON BLANCO","COL-"
"70771004","CAMAJON","COL-"
"70771005","CAMPO ALEGRE","COL-"
"70771006","CÓRDOBA","COL-"
"70771007","CHAPARRAL","COL-"
"70771008","EL CONGRESO","COL-"
"70771009","ISLA DEL COCO","COL-"
"70771010","ISLA GRANDE","COL-"
"70771011","LA GUARIPA","COL-"
"70771012","LA VENTURA","COL-"
"70771013","MONTERÍA","COL-"
"70771015","NARANJAL","COL-"
"70771016","NARIÑO","COL-"
"70771017","OREJERO","COL-"
"70771018","SAN LUIS","COL-"
"70771019","TRAVESOA","COL-"
"70771020","HATO NUEVO","COL-"
"70771021","PAMPANILLA","COL-"
"70771022","LA SOLERA","COL-"
"70771023","BAJO PUREZA","COL-"
"70771024","LA PALMA","COL-"
"70771025","MACHETON","COL-"
"70771026","MALAMBO","COL-"
"70771027","SAN MATEO","COL-"
"70771028","BUENAVISTA","COL-"
"70771031","CANTARRANA","COL-"
"70771032","CONCEPCION","COL-"
"70771034","EL CEDRO","COL-"
"70771035","EL GARZAL","COL-"
"70771036","EL PAJONAL","COL-"
"70771037","EL SOCORRO","COL-"
"70771039","GALINDO","COL-"
"70771042","HUERTA GRANDE","COL-"
"70771044","LAS CARACUCHAS","COL-"
"70771045","LAS CRUCES","COL-"
"70771048","QUITASUEÑO","COL-"
"70771050","SAN JOSE","COL-"
"70771051","SAN JOSE CALASTRABA","COL-"
"70771052","SAN RAFAEL","COL-"
"70820000","SANTIAGO DE TOLÚ","COL-"
"70820003","NUEVA ERA","COL-"
"70820007","PITA EN MEDIO","COL-"
"70820008","PUERTO VIEJO","COL-"
"70820010","PITA ABAJO","COL-"
"70820013","SANTA LUCÍA","COL-"
"70823000","TOLÚ VIEJO","COL-"
"70823001","CARACOL","COL-"
"70823002","LAS PIEDRAS","COL-"
"70823003","MACAJÁN","COL-"
"70823004","PALMIRA","COL-"
"70823005","VARSOVIA","COL-"
"70823006","LA PICHE","COL-"
"70823007","CIENAGUITA","COL-"
"70823008","LA UNION","COL-"
"70823010","GUALÓN","COL-"
"70823011","CAÑITO","COL-"
"70823012","LA SIRIA","COL-"
"70823013","LA FLORESTA","COL-"
"70823014","LOS ALTOS","COL-"
"70823015","NUEVA ESPERANZA","COL-"
"70823016","EL MAMEY","COL-"
"70823017","EL REPARO","COL-"
"70823018","GUAYABAL","COL-"
"70823019","MONACO","COL-"
"70823020","PUNTA SECA-SANTAFE","COL-"
"70823021","TORRENTE","COL-"
"73001000","IBAGUÉ","COL-"
"73001001","BUENOS AIRES","COL-"
"73001004","DANTAS","COL-"
"73001006","JUNTAS","COL-"
"73001007","LAURELES","COL-"
"73001009","SAN BERNARDO","COL-"
"73001010","SAN JUAN DE LA CHINA","COL-"
"73001011","TAPIAS","COL-"
"73001012","TOCHE","COL-"
"73001013","VILLARESTREPO","COL-"
"73001014","LLANITOS","COL-"
"73001015","EL TOTUMO","COL-"
"73001016","LLANO DEL COMBEIMA","COL-"
"73001017","CARMEN DE BULIRA","COL-"
"73001018","EL RODEO","COL-"
"73001020","COELLO - COCORA","COL-"
"73001024","SANTA TERESA","COL-"
"73001025","PASTALES VIEJO","COL-"
"73001026","CHARCO RICO","COL-"
"73001027","PASTALES NUEVO","COL-"
"73001028","LA FLOR","COL-"
"73001029","GAMBOA","COL-"
"73001030","CAY","COL-"
"73001032","ALTO DE GUALANDAY","COL-"
"73001034","APARCO","COL-"
"73001036","BRICEÑO","COL-"
"73001038","CHEMBE","COL-"
"73001039","CHUCUNÍ","COL-"
"73001043","CURALITO","COL-"
"73001047","LA HELENA","COL-"
"73001048","LA MAROA","COL-"
"73001049","LA MIEL","COL-"
"73001050","LA PALMILLA","COL-"
"73001057","LOS TÚNELES","COL-"
"73001058","PICO DE ORO","COL-"
"73001059","TRES ESQUINAS","COL-"
"73001060","CALANDAIMA","COL-"
"73001061","CATAIMA","COL-"
"73001062","EL INGENIO","COL-"
"73001063","SAN CAYETANO","COL-"
"73001064","GRANJA BUENOS AIRES","COL-"
"73024000","ALPUJARRA","COL-"
"73024001","LA ARADA","COL-"
"73024002","EL CARMEN","COL-"
"73024003","AMESES","COL-"
"73024004","SAN LUIS","COL-"
"73024005","LA LINDOSA","COL-"
"73024006","ACHIRAL","COL-"
"73024007","VEGA GRANDE","COL-"
"73024008","LOS MEDIOS","COL-"
"73026000","ALVARADO","COL-"
"73026001","CALDAS VIEJO","COL-"
"73026004","RINCON CHIPALO","COL-"
"73026005","VERACRUZ","COL-"
"73026008","LA TEBAIDA","COL-"
"73026011","TOTARITO","COL-"
"73030000","AMBALEMA","COL-"
"73030002","CHORRILLO","COL-"
"73030004","PAJONALES","COL-"
"73030006","LA ALDEA EL DANUBIO","COL-"
"73030007","BOQUERON","COL-"
"73043000","ANZOÁTEGUI","COL-"
"73043001","LISBOA","COL-"
"73043002","PALOMAR","COL-"
"73043003","SANTA BÁRBARA","COL-"
"73043004","SANTA RITA","COL-"
"73055000","GUAYABAL","COL-"
"73055002","MÉNDEZ","COL-"
"73055003","SAN PEDRO","COL-"
"73055004","SAN FELIPE","COL-"
"73055006","SAN LORENZO","COL-"
"73055007","NUEVO HORIZONTE","COL-"
"73067000","ATACO","COL-"
"73067001","CAMPOHERMOSO","COL-"
"73067003","CASA DE ZINC","COL-"
"73067004","CASA VERDE","COL-"
"73067005","MESA DE POLE","COL-"
"73067006","POLECITO","COL-"
"73067007","SANTIAGO PÉREZ","COL-"
"73067009","ANDES ESTRELLAS","COL-"
"73067010","BERLON","COL-"
"73067012","MONTELORO","COL-"
"73067014","EL PAUJIL","COL-"
"73067015","LA CEJA (MESITAS)","COL-"
"73067016","CÓNDOR","COL-"
"73067018","POMARROSO","COL-"
"73067019","SAN ANTONIO POLE","COL-"
"73124000","CAJAMARCA","COL-"
"73124001","ANAIME","COL-"
"73148000","CARMEN DE APICALÁ","COL-"
"73152000","CASABIANCA","COL-"
"73152002","SAN JERÓNIMO","COL-"
"73168000","CHAPARRAL","COL-"
"73168004","EL LIMÓN","COL-"
"73168005","LA MARINA","COL-"
"73168006","LA PROFUNDA","COL-"
"73168007","SAN JOSE DE LAS HERMOSAS","COL-"
"73168013","LA VIRGINIA BAJA","COL-"
"73168015","SAN BARTOLOME DE AMOYA","COL-"
"73168016","RISARALDA CALARMA","COL-"
"73168018","HATO VIEJO","COL-"
"73200000","COELLO","COL-"
"73200001","GUALANDAY","COL-"
"73200002","LA BARRIALOSA","COL-"
"73200003","LLANO DE LA VIRGEN","COL-"
"73200004","POTRERILLO","COL-"
"73200005","VEGA LOS PADRES","COL-"
"73200006","CAIMITO","COL-"
"73200008","CHAGUALA AFUERA","COL-"
"73200009","CUNIRA","COL-"
"73200010","DOSQUEBRADAS","COL-"
"73200011","LA ARENOSA","COL-"
"73200012","LA SALINA","COL-"
"73200013","LUCHA ADENTRO","COL-"
"73200014","LUCHA AFUERA","COL-"
"73200015","SANTA BARBARA","COL-"
"73200016","VINDI","COL-"
"73200017","CALABOZO","COL-"
"73217000","COYAIMA","COL-"
"73217001","CASTILLA","COL-"
"73217003","MESAS SAN JUAN","COL-"
"73217004","SANTA MARTA","COL-"
"73217005","TOTARCO DINDE","COL-"
"73217011","GUAYAQUIL","COL-"
"73226000","CUNDAY","COL-"
"73226001","LA AURORA","COL-"
"73226002","SAN PABLO","COL-"
"73226003","TRES ESQUINAS","COL-"
"73226004","VALENCIA","COL-"
"73226005","VARSOVIA","COL-"
"73226007","BUENAVISTA","COL-"
"73226008","EL REVES","COL-"
"73226009","LA VICTORIA","COL-"
"73236000","DOLORES","COL-"
"73236001","AMBICA","COL-"
"73236002","BERMEJO","COL-"
"73236003","EL CARMEN","COL-"
"73236004","RIONEGRO","COL-"
"73236005","SAN ANDRÉS","COL-"
"73236006","SAN JOSE","COL-"
"73236007","LOS LLANITOS","COL-"
"73236009","PALOS ALTOS","COL-"
"73236010","LA SOLEDAD","COL-"
"73236011","SAN PEDRO","COL-"
"73268000","ESPINAL","COL-"
"73268001","CHICORAL","COL-"
"73268003","SAN FRANCISCO","COL-"
"73270000","FALAN","COL-"
"73270001","FRÍAS","COL-"
"73270004","PIEDECUESTA","COL-"
"73275000","FLANDES","COL-"
"73275001","EL COLEGIO","COL-"
"73275002","TOPACIO","COL-"
"73275003","ALFONSO LOPEZ","COL-"
"73275004","CAMALA","COL-"
"73275005","PARADERO I","COL-"
"73275006","PARADERO II (TARQUI)","COL-"
"73275007","PUERTA BLANCA","COL-"
"73275008","PARAOSO","COL-"
"73283000","FRESNO","COL-"
"73283001","BETANIA","COL-"
"73283003","EL TABLAZO","COL-"
"73283004","LA AGUADITA","COL-"
"73283008","SAN BERNARDO","COL-"
"73283009","AGUA CLARAS","COL-"
"73283010","CAMPEON","COL-"
"73283011","PIEDRA GRANDE","COL-"
"73283012","BRISAS DEL GUALO","COL-"
"73319000","GUAMO","COL-"
"73319001","CERROGORDO","COL-"
"73319002","LA CHAMBA","COL-"
"73319004","RINCON SANTO","COL-"
"73319005","CHIPUELO ORIENTE","COL-"
"73319008","GUAMAL","COL-"
"73319009","LA TROJA","COL-"
"73319010","LOMA DE LUISA","COL-"
"73319011","BARROSO","COL-"
"73319012","EL JARDON","COL-"
"73319013","CAÑADA RODEO","COL-"
"73319014","CHONTADURO","COL-"
"73319015","PUEBLO NUEVO","COL-"
"73319016","CEREZUELA GARZAS","COL-"
"73347000","HERVEO","COL-"
"73347001","BRASIL","COL-"
"73347003","LETRAS","COL-"
"73347004","MESONES","COL-"
"73347005","PADUA","COL-"
"73349000","HONDA","COL-"
"73349001","PERICO","COL-"
"73352000","ICONONZO","COL-"
"73352001","BALCONCITOS","COL-"
"73352002","BOQUERÓN","COL-"
"73352003","MUNDO NUEVO","COL-"
"73352005","PATECUINDE","COL-"
"73352006","CAFREROA","COL-"
"73408000","LÉRIDA","COL-"
"73408001","DELICIAS","COL-"
"73408002","LA SIERRA","COL-"
"73408003","PADILLA","COL-"
"73408005","IGUASITOS","COL-"
"73411000","LÍBANO","COL-"
"73411002","CONVENIO","COL-"
"73411006","SAN FERNANDO","COL-"
"73411007","SANTA TERESA","COL-"
"73411008","TIERRADENTRO","COL-"
"73411009","CAMPO ALEGRE","COL-"
"73411010","SAN JORGE","COL-"
"73443000","SAN SEBASTIÁN DE MARIQUITA","COL-"
"73443001","EL HATILLO","COL-"
"73443002","LA CABAÑA","COL-"
"73443003","PITALITO","COL-"
"73443004","LA ALBANIA","COL-"
"73443005","BUENAVISTA","COL-"
"73443006","CAMELIAS","COL-"
"73443007","EL RODEO","COL-"
"73443008","LA PARROQUIA","COL-"
"73443009","LAS MAROAS","COL-"
"73443010","VILLA JANETH","COL-"
"73449000","MELGAR","COL-"
"73449001","CUALAMANA","COL-"
"73449002","CHIMBO","COL-"
"73449006","BALCONES DEL SUMAPAZ","COL-"
"73449008","EL RUBY","COL-"
"73449009","LA ESTANCIA","COL-"
"73449010","LA ESTANCIA I  Y II","COL-"
"73449012","QUEBRADITAS 1","COL-"
"73449013","QUEBRADITAS 2","COL-"
"73449014","SAN JOSE DE LA COLORADA","COL-"
"73449015","QUEBRADITAS","COL-"
"73461000","MURILLO","COL-"
"73461001","EL BOSQUE","COL-"
"73483000","NATAGAIMA","COL-"
"73483001","LA PALMITA","COL-"
"73483002","VELÚ","COL-"
"73483003","TAMIRCO","COL-"
"73483005","POCHARCO","COL-"
"73483007","PALMA ALTA","COL-"
"73483008","RINCON ANCHIQUE","COL-"
"73483009","BALSILLAS","COL-"
"73483010","MONTEFROO","COL-"
"73483011","PUEBLO NUEVO","COL-"
"73504000","ORTEGA","COL-"
"73504003","GUAIPA","COL-"
"73504004","HATO DE IGLESIA","COL-"
"73504007","LA MESA DE ORTEGA","COL-"
"73504008","OLAYA HERRERA","COL-"
"73504009","EL VERGEL","COL-"
"73504025","PUENTE CUCUANA","COL-"
"73504026","SAMARIA","COL-"
"73520000","PALOCABILDO","COL-"
"73547000","PIEDRAS","COL-"
"73547001","CHICALA","COL-"
"73547002","DOIMA","COL-"
"73547003","GUATAQUISITO","COL-"
"73547005","PARADERO CHIPALO","COL-"
"73555000","PLANADAS","COL-"
"73555001","BILBAO","COL-"
"73555002","GAITANIA","COL-"
"73555003","LA ESTRELLA","COL-"
"73555004","SUR DE ATA","COL-"
"73555005","RÍO CLARO","COL-"
"73555006","BRUSELAS","COL-"
"73555007","SAN MIGUEL","COL-"
"73563000","PRADO","COL-"
"73563001","ACO","COL-"
"73563002","CATALAN","COL-"
"73563003","EL CONCHAL","COL-"
"73563004","MONTOSO","COL-"
"73563005","TAFURITO","COL-"
"73563006","MALTA","COL-"
"73563007","CHENCHITO","COL-"
"73563008","CORINTO-PIOINIA","COL-"
"73563009","COROZALES","COL-"
"73563010","EL CAIMAN","COL-"
"73563011","EL CRUCE","COL-"
"73563012","EL FIQUE","COL-"
"73563013","EL PUERTO","COL-"
"73563014","ISLA DEL SOL","COL-"
"73563015","LA CHICA","COL-"
"73563016","LA PRIMAVERA","COL-"
"73563017","LA VIRGINIA","COL-"
"73563018","LAS BRISAS","COL-"
"73563019","OJO DE AGUA","COL-"
"73563020","PEÑON ALTO","COL-"
"73563021","TOMOGO","COL-"
"73563022","TORTUGAS","COL-"
"73585000","PURIFICACIÓN","COL-"
"73585001","CHENCHE ASOLEADO","COL-"
"73585002","LOZANIA","COL-"
"73585005","CONSUEL Y TIGRE","COL-"
"73585006","VILLA ESPERANZA","COL-"
"73585007","VILLA COLOMBIA","COL-"
"73585009","EL BAURA","COL-"
"73585013","LA MATA","COL-"
"73585015","BUENAVISTA","COL-"
"73585016","CAIRO SOCORRO","COL-"
"73585018","CHENCHE UNO","COL-"
"73585019","CHENCHE TRES","COL-"
"73585020","CHENCHE DOS","COL-"
"73616000","RIOBLANCO","COL-"
"73616001","HERRERA","COL-"
"73616002","PUERTO SALDAÑA","COL-"
"73616003","LA LINDOSA","COL-"
"73616004","PALONEGRO","COL-"
"73616005","GAITAN","COL-"
"73616006","MARACAIBO","COL-"
"73622000","RONCESVALLES","COL-"
"73622001","SANTA ELENA","COL-"
"73622002","EL CEDRO","COL-"
"73624000","ROVIRA","COL-"
"73624001","EL CORAZÓN","COL-"
"73624003","LOS ANDES","COL-"
"73624004","RIOMANSO","COL-"
"73624005","SAN PEDRO","COL-"
"73624006","HATO VIEJO","COL-"
"73624007","GUADUALITO","COL-"
"73624008","LA FLORIDA","COL-"
"73624010","LA SELVA","COL-"
"73624011","MARTONEZ","COL-"
"73624012","LA LUISA","COL-"
"73624013","PANDO PRADO","COL-"
"73671000","SALDAÑA","COL-"
"73671001","JABALCON","COL-"
"73671002","SANTA INES","COL-"
"73671003","CERRITOS","COL-"
"73671004","CONCORDIA","COL-"
"73671005","CUCHARO","COL-"
"73671006","EL PROGRESO","COL-"
"73671007","EL REDIL","COL-"
"73671008","LA ESPERANZA","COL-"
"73671009","NORMANDOA","COL-"
"73671010","PALMAR ARENOSA","COL-"
"73671011","PALMAR TRINCADERO","COL-"
"73671012","PAPAGALA","COL-"
"73671013","PARCELACION SAN CARLOS","COL-"
"73671014","PUEBLO NUEVO","COL-"
"73671015","SAN AGUSTON","COL-"
"73675000","SAN ANTONIO","COL-"
"73675001","LA FLORIDA","COL-"
"73675002","PLAYARRICA","COL-"
"73675004","VILLA HERMOSA","COL-"
"73678000","SAN LUIS","COL-"
"73678001","EL SALITRE","COL-"
"73678003","MALNOMBRE","COL-"
"73678004","PAYANDÉ","COL-"
"73678006","TOMOGO","COL-"
"73678007","GUASIMITO","COL-"
"73678008","LUISA GARCOA","COL-"
"73678009","SANTA LUCOA","COL-"
"73686000","SANTA ISABEL","COL-"
"73686001","COLÓN","COL-"
"73686002","LA ESTRELLA","COL-"
"73686003","SAN RAFAEL","COL-"
"73686004","LA CONGOJA","COL-"
"73770000","SUÁREZ","COL-"
"73770001","HATO VIEJO","COL-"
"73770005","AGUA BLANCA","COL-"
"73854000","VALLE DE SAN JUAN","COL-"
"73854001","LA MANGA","COL-"
"73854002","BUENAVISTA BAJA","COL-"
"73854003","NEME","COL-"
"73854004","VALLECITO","COL-"
"73861000","VENADILLO","COL-"
"73861001","JUNÍN","COL-"
"73861002","LA SIERRITA","COL-"
"73861003","MALABAR","COL-"
"73861004","PALMAROSA","COL-"
"73861005","VILE","COL-"
"73870000","VILLAHERMOSA","COL-"
"73870004","PLATANILLAL","COL-"
"73873000","VILLARRICA","COL-"
"73873001","LA MERCADILLA","COL-"
"73873002","LA COLONIA","COL-"
"73873003","LOS ALPES","COL-"
"73873004","PUERTO LLERAS","COL-"
"76001000","SANTIAGO DE CALI","COL-"
"76001001","EL SALADITO","COL-"
"76001002","FELIDIA","COL-"
"76001003","GOLONDRINAS","COL-"
"76001004","EL HORMIGUERO","COL-"
"76001005","LA BUITRERA","COL-"
"76001006","LA CASTILLA","COL-"
"76001007","LA ELVIRA","COL-"
"76001008","LA LEONERA","COL-"
"76001009","LA PAZ","COL-"
"76001010","LOS ANDES","COL-"
"76001012","NAVARRO","COL-"
"76001013","PANCE","COL-"
"76001014","PICHINDE","COL-"
"76001016","MONTEBELLO","COL-"
"76001019","CASCAJAL II","COL-"
"76001020","VILLACARMELO","COL-"
"76001022","BRISAS DE MONTEBELLO","COL-"
"76001023","CAMPO ALEGRE","COL-"
"76001024","CASCAJAL I","COL-"
"76001025","CRUCERO ALTO DE LOS MANGOS","COL-"
"76001026","EL FILO","COL-"
"76001027","EL PORTENTO","COL-"
"76001028","LA FRAGUA","COL-"
"76001029","LA VORÁGINE","COL-"
"76001030","LAS PALMAS","COL-"
"76001031","LOS CERROS","COL-"
"76001032","MONTAÑITAS (ALTO Y BAJO)","COL-"
"76001034","PIZAMOS","COL-"
"76001035","PUEBLO NUEVO","COL-"
"76001036","SAN FRANCISCO","COL-"
"76001037","SAN ISIDRO","COL-"
"76001038","VILLA FLAMENCO","COL-"
"76001039","ALTOS DE NORMANDIA - SECTOR TRES CRUCES BAJO","COL-"
"76001040","ALTOS DE NORMANDIA-LA ERMITA","COL-"
"76001041","CASCAJAL III","COL-"
"76001042","EL ESTERO","COL-"
"76001043","LA LUISA","COL-"
"76001044","LA SIRENA","COL-"
"76001045","LAS PALMAS","COL-"
"76001046","SILOE","COL-"
"76001047","LA FONDA","COL-"
"76001048","LOS LIMONES","COL-"
"76001049","MORGAN","COL-"
"76020000","ALCALÁ","COL-"
"76020006","LA FLORESTA","COL-"
"76036000","ANDALUCÍA","COL-"
"76036001","ALTAFLOR","COL-"
"76036002","CAMPOALEGRE","COL-"
"76036003","EL SALTO","COL-"
"76036004","PARDO","COL-"
"76036005","ZABALETAS","COL-"
"76036006","TAMBORAL","COL-"
"76036008","POTRERILLO","COL-"
"76036009","MONTE HERMOSO","COL-"
"76036010","MADRE VIEJA","COL-"
"76041000","ANSERMANUEVO","COL-"
"76041001","ANACARO","COL-"
"76041003","EL BILLAR","COL-"
"76041005","EL ROBLE","COL-"
"76041006","EL VERGEL","COL-"
"76041013","GRAMALOTE","COL-"
"76041020","ALTO BONITO","COL-"
"76041021","SALAZAR","COL-"
"76054000","ARGELIA","COL-"
"76054003","MARACAIBO","COL-"
"76054004","EL RAIZAL","COL-"
"76054005","LA AURORA","COL-"
"76100000","BOLÍVAR","COL-"
"76100001","BETANIA","COL-"
"76100002","CERRO AZUL","COL-"
"76100004","DOSQUEBRADAS","COL-"
"76100005","GUARE","COL-"
"76100006","LA HERRADURA","COL-"
"76100007","LA TULIA","COL-"
"76100008","NARANJAL","COL-"
"76100009","PRIMAVERA","COL-"
"76100010","RICAURTE","COL-"
"76100012","AGUAS LINDAS","COL-"
"76100014","SAN FERNANDO","COL-"
"76100018","CRISTALES","COL-"
"76100019","LA PLAZUELA","COL-"
"76109000","BUENAVENTURA","COL-"
"76109001","AGUACLARA","COL-"
"76109002","BARCO","COL-"
"76109003","LA BOCANA","COL-"
"76109006","BAJO CALIMA","COL-"
"76109008","CISNEROS","COL-"
"76109009","CÓRDOBA","COL-"
"76109010","EL CARMEN","COL-"
"76109011","PASTICO","COL-"
"76109012","PITAL","COL-"
"76109017","TRIANA","COL-"
"76109018","CONCEPCIÓN","COL-"
"76109019","LA PLATA","COL-"
"76109021","LADRILLEROS","COL-"
"76109022","LLANO BAJO","COL-"
"76109024","BOCAS DE MAYORQUIN","COL-"
"76109028","PUERTO MERIZALDE","COL-"
"76109030","PUNTA SOLDADO","COL-"
"76109031","SAN ANTONIO(YURUMANGUÍ)","COL-"
"76109032","SAN FRANCISCO DE NAYA","COL-"
"76109033","SAN FRANCISCO JAVIER","COL-"
"76109034","SAN ISIDRO","COL-"
"76109036","SAN LORENZO","COL-"
"76109037","SAN PEDRO","COL-"
"76109038","SILVA","COL-"
"76109039","TAPARAL","COL-"
"76109040","VENERAL","COL-"
"76109041","SAN JOSE","COL-"
"76109042","SABALETAS","COL-"
"76109043","ZACARÍAS","COL-"
"76109045","LA BARRA","COL-"
"76109046","JUANCHACO","COL-"
"76109047","PIANGUITA","COL-"
"76109048","ARAGON","COL-"
"76109049","AUCA","COL-"
"76109052","CALLE LARGA","COL-"
"76109053","CHAMUSCADO","COL-"
"76109054","CITRONELA","COL-"
"76109058","EL BARRANCO","COL-"
"76109061","GUAIMIA","COL-"
"76109062","JUNTAS","COL-"
"76109064","BARTOLA","COL-"
"76109066","LA DELFINA","COL-"
"76109069","PAPAYAL","COL-"
"76109071","SAN CIPRIANO","COL-"
"76109072","SAN JOAQUÍN","COL-"
"76109074","SAN JOSÉ DE NAYA","COL-"
"76109076","SAN MARCOS","COL-"
"76109077","SANTA CRUZ","COL-"
"76109078","ZARAGOZA","COL-"
"76109079","AGUAMANSA","COL-"
"76109080","CASCAJITA","COL-"
"76109081","PUNTA BONITA","COL-"
"76109082","HORIZONTE","COL-"
"76109083","BENDICIONES","COL-"
"76109084","EL CACAO","COL-"
"76109085","CALLE LARGA-AEROPUERTO","COL-"
"76109086","CAMINO VIEJO-KM 40","COL-"
"76109087","CAMPO HERMOSO","COL-"
"76109088","EL CRUCERO","COL-"
"76109089","EL ENCANTO","COL-"
"76109090","EL LLANO","COL-"
"76109091","EL SALTO","COL-"
"76109092","GUADUALITO","COL-"
"76109093","JOAQUINCITO","COL-"
"76109094","KATANGA","COL-"
"76109095","LA BALASTRERA","COL-"
"76109096","LA COMBA","COL-"
"76109097","LA CONTRA","COL-"
"76109098","LA FRAGUA","COL-"
"76109099","PRIMAVERA","COL-"
"76109100","LA VUELTA","COL-"
"76109101","LAS PALMAS","COL-"
"76109102","EL LIMONES","COL-"
"76109104","PAPAYAL 2","COL-"
"76109105","PITAL","COL-"
"76109106","SAGRADA FAMILIA","COL-"
"76109107","SAN ANTONIO","COL-"
"76109108","SAN ANTOÑITO(YURUMANGUI)","COL-"
"76109109","SAN ISIDRO(CAJAMBRE)","COL-"
"76109110","SANTA MARÍA","COL-"
"76109111","SECADERO","COL-"
"76109112","UMANE","COL-"
"76109113","VILLA ESTELA","COL-"
"76109114","CALLE LARGA-RIO MAYORQUIN","COL-"
"76111000","GUADALAJARA DE BUGA","COL-"
"76111001","LA CAMPIÑA","COL-"
"76111002","EL PLACER","COL-"
"76111005","EL VINCULO","COL-"
"76111006","LA HABANA","COL-"
"76111007","LA MARÍA","COL-"
"76111008","LOS BANCOS","COL-"
"76111010","MONTERREY","COL-"
"76111012","QUEBRADASECA","COL-"
"76111013","ROO LORO/LA MESA","COL-"
"76111014","ZANJÓN HONDO","COL-"
"76111015","CRUCERO - NOGALES","COL-"
"76111016","EL PORVENIR","COL-"
"76111018","PUEBLO NUEVO","COL-"
"76111020","LA MAGDALENA","COL-"
"76111021","EL MANANTIAL","COL-"
"76111022","ALASKA","COL-"
"76111023","CALLEJÓN ACADEMIA MILITAR","COL-"
"76111024","LA PALOMERA","COL-"
"76111025","LA UNIDAD","COL-"
"76111026","PUERTO BERTIN","COL-"
"76111027","SAN ANTONIO","COL-"
"76111029","GUADALEJO","COL-"
"76111030","LA GRANJITA","COL-"
"76113000","BUGALAGRANDE","COL-"
"76113001","CEILÁN","COL-"
"76113002","CHORRERAS","COL-"
"76113003","EL GUAYABO","COL-"
"76113004","EL OVERO (SECTOR POBLADO)","COL-"
"76113008","GALICIA","COL-"
"76113009","LA MORENA","COL-"
