"divipola.Código.Centro.Poblado","divipola.Nombre.Centro.Poblado","hdx_pcode"
"05809010","LOMA DEL GUAMO","COL-"
"05809011","MICOS","COL-"
"05809012","MORRO","COL-"
"05809013","LA PEÑA","COL-"
"05809014","PORVENIR","COL-"
"05809015","PUEBLITO DE LOS BOLOVARES","COL-"
"05809016","PUERTO ESCONDIDO","COL-"
"05809017","SINIFANA","COL-"
"05809018","VOLCAN","COL-"
"05809019","ZANCUDO","COL-"
"05819000","TOLEDO","COL-"
"05819001","BUENAVISTA","COL-"
"05819002","EL VALLE","COL-"
"05837000","TURBO","COL-"
"05837001","CURRULAO","COL-"
"05837002","NUEVA COLONIA","COL-"
"05837003","EL TRES","COL-"
"05837004","NUEVO ORIENTE","COL-"
"05837005","SAN VICENTE DEL CONGO","COL-"
"05837006","TIE","COL-"
"05837007","LOMAS AISLADAS","COL-"
"05837008","RIOGRANDE","COL-"
"05837009","BOCAS DEL ATRATO","COL-"
"05837010","EL DOS","COL-"
"05837012","PUEBLO BELLO","COL-"
"05837013","SAN JOSÉ DE MULATOS","COL-"
"05837014","PUERTO RICO","COL-"
"05837018","NUEVO ANTIOQUIA","COL-"
"05837019","MACONDO","COL-"
"05837020","ALTO DE MULATOS","COL-"
"05837021","BLANQUICET","COL-"
"05837023","CASANOVA","COL-"
"05837024","LAS GARZAS","COL-"
"05837025","VILLA MAROA ARRIBA","COL-"
"05837026","COLDESA-BARRIO LAS PALMAS","COL-"
"05837027","EL PORVENIR","COL-"
"05837028","NUEVA GRANADA","COL-"
"05837029","PUNTA DE PIEDRA","COL-"
"05842000","URAMITA","COL-"
"05842002","AMBALEMA","COL-"
"05842003","EL PITAL","COL-"
"05847000","URRAO","COL-"
"05847003","LA ENCARNACIÓN","COL-"
"05847004","MANDE","COL-"
"05847006","SANTA ISABEL","COL-"
"05847019","PUNTA DE OCAIDO","COL-"
"05854000","VALDIVIA","COL-"
"05854002","PUERTO VALDIVIA","COL-"
"05854003","RAUDAL VIEJO","COL-"
"05856000","VALPARAÍSO","COL-"
"05856003","LA HERRADURA","COL-"
"05856004","TARTARIN MOREIRA","COL-"
"05856006","ITIMA","COL-"
"05856007","MURRAPAL","COL-"
"05856008","PUEBLO NUEVO","COL-"
"05858000","VEGACHÍ","COL-"
"05858001","EL TIGRE","COL-"
"05861000","VENECIA","COL-"
"05861002","BOLOMBOLO","COL-"
"05861011","LA MINA","COL-"
"05873000","VIGÍA DEL FUERTE","COL-"
"05873001","SAN ANTONIO DE PADUA","COL-"
"05873002","VEGAEZ","COL-"
"05873003","NEUDO","COL-"
"05873004","SAN ALEJANDRO","COL-"
"05873005","SAN MIGUEL","COL-"
"05873006","PUERTO ANTIOQUIA","COL-"
"05873007","BUCHADO","COL-"
"05873008","NENDO","COL-"
"05873009","PALO BLANCO","COL-"
"05873010","BAJO MURRO","COL-"
"05885000","YALÍ","COL-"
"05887000","YARUMAL","COL-"
"05887003","CEDEÑO","COL-"
"05887004","EL CEDRO","COL-"
"05887006","OCHALÍ","COL-"
"05887007","LLANOS DE CUIVA","COL-"
"05887009","EL PUEBLITO","COL-"
"05887021","LA LOMA","COL-"
"05887022","MINA VIEJA","COL-"
"05890000","YOLOMBÓ","COL-"
"05890001","LA FLORESTA","COL-"
"05890002","LA LEONA","COL-"
"05890003","LA CANCANA","COL-"
"05890004","EL RUBO","COL-"
"05890005","LA ARGENTINA","COL-"
"05890006","ABISINIA","COL-"
"05890007","BENGALA","COL-"
"05890008","BAREÑO","COL-"
"05893000","CASABE","COL-"
"05893002","SAN LUIS BELTRAN","COL-"
"05893003","SAN MIGUEL DEL TIGRE","COL-"
"05893004","CUATRO BOCAS","COL-"
"05893005","SAN FRANCISCO","COL-"
"05893007","AMERICAS","COL-"
"05893008","BAGRE","COL-"
"05893009","BOCAS DE BARBACOAS","COL-"
"05893010","BODEGAS","COL-"
"05893011","CAMPO VIJAO","COL-"
"05893012","CONGOJA","COL-"
"05893013","POZA","COL-"
"05893014","PUERTO MANGO","COL-"
"05893015","PUERTO MATILDE","COL-"
"05893016","PUERTO NUEVO","COL-"
"05893017","PUERTO TAMOS","COL-"
"05895000","ZARAGOZA","COL-"
"05895003","BUENOS AIRES","COL-"
"05895004","PATO","COL-"
"05895008","VEGAS DE SEGOVIA","COL-"
"08001000","BARRANQUILLA","COL-"
"08001001","JUAN MINA","COL-"
"08001005","PINAR DEL RIO","COL-"
"08078000","BARANOA","COL-"
"08078001","CAMPECHE","COL-"
"08078002","PITAL","COL-"
"08078003","SIBARCO","COL-"
"08137000","CAMPO DE LA CRUZ","COL-"
"08137001","BOHÓRQUEZ","COL-"
"08141000","CANDELARIA","COL-"
"08141001","SAN JOSÉ DEL CARRETAL","COL-"
"08141002","BUENAVENTURA DE LEÑA","COL-"
"08296000","GALAPA","COL-"
"08296001","PALUATO","COL-"
"08372000","JUAN DE ACOSTA","COL-"
"08372001","BOCATOCINO","COL-"
"08372002","CHORRERA","COL-"
"08372003","SAN JOSÉ DE SACO","COL-"
"08372004","SANTA VERÓNICA","COL-"
"08372007","URBANIZACIÓN PUNTA CANGREJO","COL-"
"08421000","LURUACO","COL-"
"08421001","ARROYO DE PIEDRA","COL-"
"08421002","PALMAR DE CANDELARIA","COL-"
"08421003","LOS PENDALES","COL-"
"08421004","SAN JUAN DE TOCAGUA","COL-"
"08421005","SANTA CRUZ","COL-"
"08421006","LOS LÍMITES","COL-"
"08421007","LA PUNTICA","COL-"
"08421012","BARRIGON","COL-"
"08421013","SOCAVON","COL-"
"08433000","MALAMBO","COL-"
"08433001","CARACOLÍ","COL-"
"08433004","LA AGUADA","COL-"
"08433005","PITALITO","COL-"
"08436000","MANATÍ","COL-"
"08436001","EL PORVENIR (LAS COMPUERTAS)","COL-"
"08520000","PALMAR DE VARELA","COL-"
"08520001","BURRUSCOS","COL-"
"08549000","PIOJÓ","COL-"
"08549001","AGUAS VIVAS","COL-"
"08549003","HIBACHARO","COL-"
"08558000","POLONUEVO","COL-"
"08558001","PITAL DEL CARLÍN (PITALITO)","COL-"
"08560000","PONEDERA","COL-"
"08560001","LA RETIRADA","COL-"
"08560002","MARTILLO","COL-"
"08560003","PUERTO GIRALDO","COL-"
"08560004","SANTA RITA","COL-"
"08560007","CASCAJAL","COL-"
"08573000","PUERTO COLOMBIA","COL-"
"08573002","SALGAR","COL-"
"08573003","SABANILLA (MONTE CARMELO)","COL-"
"08573004","URBANIZACIÓN BARRANQUILLA SPORT CLUB","COL-"
"08573005","COUNTRY CLUB VILLAS","COL-"
"08573006","COUNTRY MAR","COL-"
"08573007","LAGOS DE CAUJARAL","COL-"
"08573008","VILLA CAMPESTRE","COL-"
"08606000","REPELÓN","COL-"
"08606001","ARROYO NEGRO","COL-"
"08606002","CIEN PESOS","COL-"
"08606003","LAS TABLAS","COL-"
"08606004","ROTINET","COL-"
"08606005","VILLA ROSA","COL-"
"08606006","EL PORVENIR (LAS COMPUERTAS)","COL-"
"08634000","SABANAGRANDE","COL-"
"08638000","SABANALARGA","COL-"
"08638001","AGUADA DE PABLO","COL-"
"08638002","CASCAJAL","COL-"
"08638003","COLOMBIA","COL-"
"08638004","ISABEL LÓPEZ","COL-"
"08638005","LA PEÑA","COL-"
"08638006","MOLINERO","COL-"
"08638007","MIRADOR","COL-"
"08638008","GALLEGO","COL-"
"08638010","PATILLA","COL-"
"08675000","SANTA LUCÍA","COL-"
"08675001","ALGODONAL","COL-"
"08685000","SANTO TOMÁS","COL-"
"08685001","EL UVITO","COL-"
"08758000","SOLEDAD","COL-"
"08770000","SUAN","COL-"
"08832000","TUBARÁ","COL-"
"08832001","CUATRO BOCAS","COL-"
"08832002","EL MORRO","COL-"
"08832003","GUAIMARAL","COL-"
"08832004","JUARUCO","COL-"
"08832010","PLAYA MENDOZA","COL-"
"08832011","PLAYAS DE EDRIMÁN","COL-"
"08832012","VILLAS DE PALMARITO","COL-"
"08849000","USIACURÍ","COL-"
"11001000","BOGOTÁ, D.C.","COL-"
"11001002","NAZARETH","COL-"
"11001007","PASQUILLA","COL-"
"11001008","SAN JUAN","COL-"
"11001009","BETANIA","COL-"
"11001010","LA UNION","COL-"
"11001011","MOCHUELO","COL-"
"11001012","CHORRILLOS","COL-"
"11001013","EL DESTINO","COL-"
"11001014","NUEVA GRANADA","COL-"
"11001015","QUIBA BAJO","COL-"
"13001000","CARTAGENA DE INDIAS","COL-"
"13001001","ARROYO DE PIEDRA","COL-"
"13001002","ARROYO GRANDE","COL-"
"13001003","BARÚ","COL-"
"13001004","BAYUNCA","COL-"
"13001005","BOCACHICA","COL-"
"13001006","CAÑO DEL ORO","COL-"
"13001007","ISLA FUERTE","COL-"
"13001008","LA BOQUILLA","COL-"
"13001009","PASACABALLOS","COL-"
"13001010","PUNTA CANOA","COL-"
"13001012","SANTA ANA","COL-"
"13001013","TIERRA BOMBA","COL-"
"13001014","PUNTA ARENA","COL-"
"13001015","ARARCA","COL-"
"13001016","LETICIA","COL-"
"13001017","ARCHIPIELAGO DE SAN BERNARDO","COL-"
"13001018","EL RECREO","COL-"
"13001019","PUERTO REY","COL-"
"13001020","PONTEZUELA","COL-"
"13001021","ISLAS DEL ROSARIO","COL-"
"13001022","PALENQUILLO","COL-"
"13001023","PIEDRECITAS","COL-"
"13001024","PLAYA DORADA","COL-"
"13001026","ARROYO DE LAS CANOAS","COL-"
"13001027","EL PUEBLITO","COL-"
"13001028","LAS EUROPAS","COL-"
"13001029","MANZANILLO DEL MAR","COL-"
"13001030","TIERRA BAJA","COL-"
"13001032","BOQUILLITA","COL-"
"13001033","MEMBRILLAL","COL-"
"13006000","ACHÍ","COL-"
"13006002","BOYACÁ","COL-"
"13006003","BUENAVISTA","COL-"
"13006005","ALGARROBO","COL-"
"13006007","GUACAMAYO","COL-"
"13006008","GUAMO","COL-"
"13006011","PLAYALTA","COL-"
"13006013","ROO NEGRO","COL-"
"13006015","TACUYALTA","COL-"
"13006017","TRES CRUCES","COL-"
"13006019","PAYANDÉ","COL-"
"13006020","RÍO NUEVO","COL-"
"13006021","BUENOS AIRES","COL-"
"13006022","PUERTO ISABEL","COL-"
"13006029","PALENQUILLO","COL-"
"13006030","CENTRO ALEGRE","COL-"
"13006033","PUERTO VENECIA","COL-"
"13006035","SANTA LUCOA","COL-"
"13006038","GALLEGO ARRIBA","COL-"
"13006039","LOS NOSPEROS","COL-"
"13006040","NUEVA ESPERANZA","COL-"
"13006041","PARAOSO SINCERON","COL-"
"13006042","PROVIDENCIA","COL-"
"13006043","VIDA TRANQUILA","COL-"
"13030000","ALTOS DEL ROSARIO","COL-"
"13030001","EL RUBIO","COL-"
"13030002","LA PACHA","COL-"
"13030003","SAN ISIDRO","COL-"
"13030004","SANTA LUCOA","COL-"
"13042000","ARENAL","COL-"
"13042001","BUENAVISTA","COL-"
"13042002","CARNIZALA","COL-"
"13042003","SAN RAFAEL","COL-"
"13042007","SANTO DOMINGO","COL-"
"13052000","ARJONA","COL-"
"13052001","PUERTO BADEL (CAÑO SALADO)","COL-"
"13052002","GAMBOTE","COL-"
"13052003","ROCHA","COL-"
"13052004","SINCERÍN","COL-"
"13052005","SAN RAFAEL DE LA CRUZ","COL-"
"13052006","CRUZ DEL VIZO","COL-"
"13062000","ARROYOHONDO","COL-"
"13062001","MACHADO","COL-"
"13062002","MONROY","COL-"
"13062003","PILÓN","COL-"
"13062004","SATO","COL-"
"13062006","SAN FRANCISCO (SOLABANDA)","COL-"
"13074000","BARRANCO DE LOBA","COL-"
"13074003","RIONUEVO","COL-"
"13074004","SAN ANTONIO","COL-"
"13074005","LOS CERRITOS","COL-"
"13074006","LAS DELICIAS","COL-"
"13140000","CALAMAR","COL-"
"13140002","BARRANCA NUEVA","COL-"
"13140003","BARRANCA VIEJA","COL-"
"13140004","HATO VIEJO","COL-"
"13140009","YUCAL","COL-"
"13160000","CANTAGALLO","COL-"
"13160001","SAN LORENZO","COL-"
"13160002","BRISAS DE BOLOVAR","COL-"
"13160003","CAGUI","COL-"
"13160004","EL BAGRE","COL-"
"13160005","EL CARAÑO","COL-"
"13160006","EL CEDRO","COL-"
"13160007","EL FIRME","COL-"
"13160008","LA ESPERANZA","COL-"
"13160009","LA NUTRIA","COL-"
"13160010","LA POZA","COL-"
"13160011","LA VICTORIA (SEPULTURA)","COL-"
"13160012","LAS PAVAS","COL-"
"13160013","LEJANOA","COL-"
"13160014","LOS CORONCOROS","COL-"
"13160015","LOS PATICOS","COL-"
"13160016","MURIBA","COL-"
"13160017","NO HAY COMO DIOS","COL-"
"13160019","SINZONA","COL-"
"13160020","YANACUE","COL-"
"13188000","CICUCO","COL-"
"13188001","CAMPO SERENO","COL-"
"13188002","LA PEÑA","COL-"
"13188003","SAN FRANCISCO DE LOBA","COL-"
"13188004","SAN JAVIER","COL-"
"13188005","PUEBLO NUEVO","COL-"
"13212000","CÓRDOBA","COL-"
"13212001","GUAIMARAL","COL-"
"13212002","ISLA DE CORDOBA","COL-"
"13212003","LA MONTAÑA DE ALONSO (MARTÍN ALONSO)","COL-"
"13212005","SAN ANDRÉS","COL-"
"13212006","SINCELEJITO","COL-"
"13212007","TACAMOCHITO","COL-"
"13212008","TACAMOCHO","COL-"
"13212009","SANTA LUCÍA","COL-"
"13212010","LA SIERRA","COL-"
"13212011","LAS MAROAS","COL-"
"13212012","PUEBLO NUEVO","COL-"
"13212013","SANAHUARE","COL-"
"13212014","SOCORRO 1","COL-"
"13222000","CLEMENCIA","COL-"
"13222001","LAS CARAS","COL-"
"13222002","EL PEÑIQUE","COL-"
"13222003","EL SOCORRO","COL-"
"13244000","EL CARMEN DE BOLÍVAR","COL-"
"13244001","BAJO GRANDE","COL-"
"13244002","CARACOLÍ GRANDE","COL-"
"13244003","EL SALADO","COL-"
"13244004","JESÚS DEL MONTE","COL-"
"13244005","MACAYEPOS","COL-"
"13244006","SAN CARLOS","COL-"
"13244007","SAN ISIDRO","COL-"
"13244008","HATO NUEVO","COL-"
"13244011","EL RAIZAL","COL-"
"13244014","SANTA LUCÍA","COL-"
"13244017","SANTO DOMINGO DE MEZA","COL-"
"13244018","EL HOBO","COL-"
"13248000","EL GUAMO","COL-"
"13248001","LA ENEA","COL-"
"13248002","SAN JOSÉ DE LATA","COL-"
"13248003","NERVITÍ","COL-"
"13248004","ROBLES","COL-"
"13248005","TASAJERA","COL-"
"13268000","EL PEÑON","COL-"
"13268003","BUENOS AIRES","COL-"
"13268004","CASTAÑAL","COL-"
"13268006","LA CHAPETONA","COL-"
"13268008","JAPON","COL-"
"13268013","LA HUMAREDA","COL-"
"13268017","PEÑONCITO","COL-"
"13300000","HATILLO DE LOBA","COL-"
"13300001","EL POZÓN","COL-"
"13300002","JUANA SÁNCHEZ","COL-"
"13300003","LA RIBONA","COL-"
"13300004","LA VICTORIA","COL-"
"13300005","PUEBLO NUEVO","COL-"
"13300006","SAN MIGUEL","COL-"
"13300007","CERRO DE LAS AGUADAS","COL-"
"13300008","LAS BRISAS","COL-"
"13300009","GUACALO","COL-"
"13430000","MAGANGUÉ","COL-"
"13430001","BARBOSA","COL-"
"13430002","BARRANCA DE YUCA","COL-"
"13430003","BETANIA","COL-"
"13430004","BOCA DE SAN ANTONIO","COL-"
"13430006","CASCAJAL","COL-"
"13430007","CEIBAL","COL-"
"13430008","COYONGAL","COL-"
"13430009","EL RETIRO","COL-"
"13430010","GUAZO","COL-"
"13430011","HENEQUÉN","COL-"
"13430012","ISLA GRANDE","COL-"
"13430013","JUAN ARIAS","COL-"
"13430014","LA PASCUALA","COL-"
"13430015","LA VENTURA","COL-"
"13430016","LAS BRISAS","COL-"
"13430017","MADRID","COL-"
"13430018","PALMARITO","COL-"
"13430019","PANSEGÜITA","COL-"
"13430020","PIÑALITO","COL-"
"13430021","SAN RAFAEL DE CORTINA","COL-"
"13430022","SAN JOSÉ DE LAS MARTAS","COL-"
"13430023","SAN SEBASTIÁN DE BUENAVISTA","COL-"
"13430024","SANTA FE","COL-"
"13430025","SANTA LUCÍA","COL-"
"13430026","SANTA MÓNICA","COL-"
"13430027","SANTA PABLA","COL-"
"13430028","SITIO NUEVO","COL-"
"13430029","PUERTO KENNEDY","COL-"
"13430030","TACALOA","COL-"
"13430031","TACASALUMA","COL-"
"13430032","TOLÚ","COL-"
"13430036","PLAYA DE LAS FLORES","COL-"
"13430037","SAN ANTOÑITO","COL-"
"13430038","EL CUATRO","COL-"
"13430039","BOCA DE GUAMAL","COL-"
"13430040","TRES PUNTAS","COL-"
"13430041","EMAUS","COL-"
"13430042","ISLA DE PERICO","COL-"
"13430047","PUERTO NARIÑO","COL-"
"13430048","PUNTA DE CARTAGENA","COL-"
"13430051","SAN ANTOÑITO","COL-"
"13430052","SANTA COITA","COL-"
"13430053","FLORENCIA","COL-"
"13433000","MAHATES","COL-"
"13433001","EVITAR","COL-"
"13433002","GAMERO","COL-"
"13433003","MALAGANA","COL-"
"13433004","SAN BASILIO DE PALENQUE","COL-"
"13433005","SAN JOAQUÍN","COL-"
"13433009","MANDINGA","COL-"
"13433010","CRUZ DEL VIZO","COL-"
"13440000","MARGARITA","COL-"
"13440001","BOTÓN DE LEIVA","COL-"
"13440002","CANTERA","COL-"
"13440003","CAUSADO","COL-"
"13440004","CHILLOA","COL-"
"13440005","DOÑA JUANA","COL-"
"13440006","GUATACA SUR","COL-"
"13440007","MAMONCITO","COL-"
"13440008","SANDOVAL","COL-"
"13440010","SAN JOSÉ DE LOS TRAPICHES","COL-"
"13440011","COROCITO","COL-"
"13440012","GUATAQUITA","COL-"
"13440013","CAIMITAL","COL-"
"13440014","CAÑO MONO","COL-"
"13440015","EL BARRANCO","COL-"
"13440016","EL ZAFIRO","COL-"
"13440017","LA MONTAÑA","COL-"
"13440018","LOS MANGOS","COL-"
"13440019","SANDOVALITO","COL-"
"13440020","SAN IGNACIO","COL-"
"13440021","SAN MARTON","COL-"
"13442000","MARÍA LA BAJA","COL-"
"13442001","CORREA","COL-"
"13442002","EL NÍSPERO","COL-"
"13442003","FLAMENCO","COL-"
"13442004","MANPUJÁN","COL-"
"13442005","ÑANGUMA","COL-"
"13442006","RETIRO NUEVO","COL-"
"13442007","SAN JOSÉ DEL PLAYÓN","COL-"
"13442008","SAN PABLO","COL-"
"13442009","EL MAJAGUA","COL-"
"13442011","LOS BELLOS","COL-"
"13442012","MATUYA","COL-"
"13442014","COLÚ","COL-"
"13442017","ARROYO GRANDE","COL-"
"13442018","PALO ALTICO","COL-"
"13442020","PUEBLO NUEVO","COL-"
"13442021","NUEVA FLORIDA","COL-"
"13442022","PRIMERO DE JULIO","COL-"
"13442023","EL SENA","COL-"
"13442024","LA CURVA","COL-"
"13442025","LA PISTA","COL-"
"13442026","MARQUEZ","COL-"
"13442027","MUNGUIA","COL-"
"13442028","CACAO","COL-"
"13442029","CAÑAS","COL-"
"13442030","CEDRITO","COL-"
"13442031","EL GUAMO","COL-"
"13442032","EL LIMON","COL-"
"13442033","FLORIDO VIEJO","COL-"
"13442034","GUARISMO","COL-"
"13442035","LA SUPREMA","COL-"
"13442036","LOS OCHENTA","COL-"
"13442037","MAJAGUAS","COL-"
"13442038","MUNDO NUEVO","COL-"
"13442039","NUEVA JERUSALEN","COL-"
"13442040","NUEVO PORVENIR","COL-"
"13442041","PUERTO SANTANDER","COL-"
"13442042","SANTAFE DE ICOTEA","COL-"
"13442043","SUCESION","COL-"
"13442044","TOMA RAZON","COL-"
"13458000","MONTECRISTO","COL-"
"13458001","BETANIA","COL-"
"13458002","EL DORADO","COL-"
"13458003","PARAOSO","COL-"
"13458004","PUEBLO LINDO","COL-"
"13458005","PUEBLO NUEVO-REGENCIA","COL-"
"13458006","PUERTO ESPAÑA","COL-"
"13458007","PLATANAL","COL-"
"13458008","SAN AGUSTON","COL-"
"13458009","SAN MATEO","COL-"
"13458011","TABURETERA","COL-"
"13458012","VILLA URIBE","COL-"
"13458013","RANGEL","COL-"
"13468000","MOMPÓS","COL-"
"13468001","CALDERA","COL-"
"13468002","CANDELARIA","COL-"
"13468003","CARMEN DEL CICUCO","COL-"
"13468008","GUAIMARAL","COL-"
"13468009","GUATACA","COL-"
"13468010","LA JAGUA","COL-"
"13468011","LA LOBATA","COL-"
"13468013","LA RINCONADA","COL-"
"13468014","LAS BOQUILLAS","COL-"
"13468015","LOMA DE SIMÓN","COL-"
"13468016","LOS PIÑONES","COL-"
"13468020","SAN IGNACIO","COL-"
"13468022","SAN NICOLÁS","COL-"
"13468023","SANTA CRUZ","COL-"
"13468024","SANTA ROSA","COL-"
"13468025","SANTA TERESITA","COL-"
"13468028","ANCÓN","COL-"
"13468030","LA TRAVESÍA","COL-"
"13468031","PUEBLONUEVO","COL-"
"13468032","SAN MARTON","COL-"
"13468033","BOMBA","COL-"
"13468035","EL GUAMO","COL-"
"13468036","EL ROSARIO","COL-"
"13468037","GUAIMARO","COL-"
"13468038","SANTA ELENA","COL-"
"13468039","SAN LUIS","COL-"
"13468040","VILLANUEVA","COL-"
"13468041","EL CARMEN","COL-"
"13473000","MORALES","COL-"
"13473002","BODEGA CENTRAL","COL-"
"13473003","EL DIQUE","COL-"
"13473004","LAS PAILAS","COL-"
"13473012","BOCA DE LA HONDA","COL-"
"13473013","MICOAHUMADO","COL-"
"13473014","PAREDES DE ORORIA","COL-"
"13473015","CORCOVADO","COL-"
"13473016","LA ESMERADA","COL-"
"13473017","LA PALMA","COL-"
"13473018","MINA GALLO","COL-"
"13490000","NOROSÍ","COL-"
"13490001","BUENA SEÑA","COL-"
"13490002","CASA DE BARRO","COL-"
"13490003","LAS NIEVES","COL-"
"13490004","MINA BRISA","COL-"
"13490005","MINA ESTRELLA","COL-"
"13490006","OLIVARES","COL-"
"13490007","SANTA ELENA","COL-"
"13549000","PINILLOS","COL-"
"13549001","ARMENIA","COL-"
"13549004","LA RUFINA","COL-"
"13549005","LA UNIÓN","COL-"
"13549006","LAS CONCHITAS","COL-"
"13549007","LAS FLORES","COL-"
"13549009","MANTEQUERA","COL-"
"13549010","PALENQUITO","COL-"
"13549011","PALOMINO","COL-"
"13549012","PUERTO LÓPEZ","COL-"
"13549014","SANTA COA","COL-"
"13549015","SANTA ROSA","COL-"
"13549018","RUFINA NUEVA","COL-"
"13549021","BUENOS AIRES","COL-"
"13549022","EL LIBANO","COL-"
"13549023","LA UNION (TIQUISIO)","COL-"
"13549024","LA VICTORIA","COL-"
"13549025","LOS LIMONES","COL-"
"13549026","MONTECELIO","COL-"
"13549027","NICARAGUA","COL-"
"13549028","PUERTO BELLO","COL-"
"13549029","RUFINA PUERTO NUEVO","COL-"
"13549030","SAN FRANCISCO","COL-"
"13549031","SANTA ELENA","COL-"
"13549032","TAPOA","COL-"
"13549033","VIDA TRANQUILA","COL-"
"13580000","REGIDOR","COL-"
"13580001","PIÑAL","COL-"
"13580004","SAN ANTONIO","COL-"
"13580005","SAN CAYETANO","COL-"
"13580007","SANTA TERESA","COL-"
"13600000","RÍO VIEJO","COL-"
"13600007","CAIMITAL","COL-"
"13600009","COBADILLO","COL-"
"13600010","HATILLO","COL-"
"13600011","MACEDONIA","COL-"
"13620000","SAN CRISTÓBAL","COL-"
"13620001","HIGUERETAL","COL-"
"13620002","LAS CRUCES","COL-"
"13647000","SAN ESTANISLAO DE KOSTKA","COL-"
"13647001","BAYANO","COL-"
"13647002","LAS PIEDRAS","COL-"
"13650000","SAN FERNANDO","COL-"
"13650001","GUASIMAL","COL-"
"13650002","MENCHIQUEJO","COL-"
"13650004","PUNTA DE HORNOS","COL-"
"13650005","SANTA ROSA","COL-"
"13650006","EL PALMAR","COL-"
"13650008","EL PORVENIR","COL-"
"13650009","CUATRO BOCAS","COL-"
"13650010","EL CONTADERO","COL-"
"13650011","EL GATO","COL-"
"13650012","EL JOLON","COL-"
"13650013","LA GUADUA","COL-"
"13650014","LAS CUEVAS","COL-"
"13650015","PAMPANILLO","COL-"
"13654000","SAN JACINTO","COL-"
"13654001","ARENAS","COL-"
"13654002","BAJO GRANDE","COL-"
"13654003","LAS PALMAS","COL-"
"13654005","SAN CRISTÓBAL","COL-"
"13654006","LAS CHARQUITAS","COL-"
"13654007","PARAÍSO","COL-"
"13654008","LAS MERCEDES","COL-"
"13654009","VILLA ALEGRÍA","COL-"
"13655000","SAN JACINTO DEL CAUCA","COL-"
"13655001","TENCHE","COL-"
"13655002","BERMUDEZ","COL-"
"13655003","CAIMITAL","COL-"
"13655004","LA RAYA","COL-"
"13655005","GALINDO","COL-"
"13655006","MÉJICO","COL-"
"13655007","ASTILLEROS","COL-"
"13657000","SAN JUAN NEPOMUCENO","COL-"
"13657001","CORRALITO","COL-"
"13657002","LA HAYA","COL-"
"13657003","SAN JOSÉ DEL PEÑÓN (LAS PORQUERAS)","COL-"
"13657004","SAN AGUSTÍN","COL-"
"13657005","SAN CAYETANO","COL-"
"13657006","SAN PEDRO CONSOLADO","COL-"
"13667000","SAN MARTÍN DE LOBA","COL-"
"13667002","CHIMI","COL-"
"13667009","PAPAYAL","COL-"
"13667010","LAS PLAYITAS","COL-"
"13667014","PUEBLO NUEVO CERRO DE JULIO","COL-"
"13667015","EL JOBO","COL-"
"13667016","EL VARAL","COL-"
"13670000","SAN PABLO","COL-"
"13670002","CANALETAL","COL-"
"13670003","SANTO DOMINGO","COL-"
"13670004","EL CARMEN","COL-"
"13670007","POZO AZUL","COL-"
"13670008","SAN JUAN ALTO","COL-"
"13670009","CAÑABRAVAL","COL-"
"13670010","AGUASUCIA","COL-"
"13670011","CERRO AZUL","COL-"
"13670012","VALLECITO","COL-"
"13670013","VILLANUEVA","COL-"
"13670014","LA VIRGENCITA","COL-"
"13670015","CAÑABRAVAL BAJO","COL-"
"13670016","CUCU","COL-"
"13670017","EL ROSARIO","COL-"
"13670018","LA FROA","COL-"
"13670019","LA UNION","COL-"
"13670020","LOS CAGUISES","COL-"
"13670021","PATIO BONITO","COL-"
"13673000","SANTA CATALINA","COL-"
"13673003","GALERAZAMBA","COL-"
"13673005","LOMA DE ARENA","COL-"
"13673006","PUEBLO NUEVO","COL-"
"13673007","COLORADO","COL-"
"13683000","SANTA ROSA DE LIMA","COL-"
"13688000","SANTA ROSA DEL SUR","COL-"
"13688002","BUENAVISTA","COL-"
"13688005","FATIMA","COL-"
"13688007","CANELOS","COL-"
"13688009","SAN JOSE","COL-"
"13688011","SAN LUCAS","COL-"
"13688013","VILLA FLOR","COL-"
"13688014","ARRAYANES","COL-"
"13688015","SAN FRANCISCO","COL-"
"13688016","SAN ISIDRO","COL-"
"13688018","SAN JUAN","COL-"
"13688019","SANTA ISABEL","COL-"
"13744000","SIMITÍ","COL-"
"13744001","CAMPO PALLARES","COL-"
"13744006","VERACRUZ","COL-"
"13744007","SAN BLAS","COL-"
"13744008","SAN LUIS","COL-"
"13744010","LAS BRISAS","COL-"
"13744011","MONTERREY","COL-"
"13744013","ANIMAS ALTAS","COL-"
"13744014","ANIMAS BAJAS","COL-"
"13744015","DIAMANTE","COL-"
"13744016","GARZAL","COL-"
"13744017","PARAOSO","COL-"
"13744018","PAREDES DE ORORIA","COL-"
"13744019","SAN JOAQUON","COL-"
"13744020","SANTA LUCOA","COL-"
"13760000","SOPLAVIENTO","COL-"
"13780000","TALAIGUA NUEVO","COL-"
"13780005","CAÑOHONDO","COL-"
"13780009","PORVENIR","COL-"
"13780011","VESUBIO","COL-"
"13780015","LAS MAROAS","COL-"
"13780017","PATICO","COL-"
"13780023","TALAIGUA VIEJO","COL-"
"13780024","LADERA DE SAN MARTÍN","COL-"
"13780025","PEÑÓN DE DURÁN","COL-"
"13780026","LOS MANGOS","COL-"
"13780027","TUPE","COL-"
"13810000","PUERTO RICO","COL-"
"13810001","AGUAS NEGRAS","COL-"
"13810002","BOCAS DE SOLIS","COL-"
